follower_user_key,followed_user_key,action_date_key,network_action,is_active_follow
1348,1668,20230807,Follow,1
70,1239,20230627,Follow,1
1982,1920,20231112,Unfollow,0
162,560,20230204,Follow,1
1911,1856,20230908,Follow,1
346,1315,20231129,Follow,1
514,828,20231013,Unfollow,0
611,179,20230825,Follow,1
1861,829,20231201,Follow,1
581,1005,20230911,Follow,1
1221,1273,20230530,Unfollow,0
831,1131,20230327,Follow,1
1896,1382,20230305,Follow,1
850,1780,20230809,Follow,1
608,1102,20231111,Follow,1
1916,1547,20230922,Follow,1
406,1083,20230912,Follow,1
968,998,20230410,Follow,1
643,942,20230405,Follow,1
1901,1492,20231004,Unfollow,0
1359,1861,20230222,Unfollow,0
280,1951,20230802,Follow,1
477,1594,20231225,Follow,1
1264,1604,20231217,Unfollow,0
17,453,20231222,Follow,1
1574,1883,20231020,Unfollow,0
317,140,20231212,Follow,1
1436,304,20231216,Follow,1
569,317,20230707,Follow,1
1449,1855,20230904,Follow,1
458,1949,20231102,Unfollow,0
697,391,20230222,Follow,1
432,123,20230111,Follow,1
576,1765,20231012,Follow,1
1294,94,20230419,Follow,1
1990,822,20231227,Follow,1
7,838,20230427,Follow,1
929,1927,20230530,Follow,1
1358,1216,20230622,Follow,1
199,1425,20230911,Follow,1
1637,988,20231224,Follow,1
402,1797,20230627,Follow,1
1526,1570,20230622,Follow,1
952,337,20230519,Follow,1
1676,484,20230414,Unfollow,0
862,1872,20230412,Follow,1
67,828,20231111,Follow,1
1315,984,20230616,Follow,1
1043,458,20231009,Follow,1
881,531,20231028,Follow,1
838,88,20230606,Follow,1
1572,1276,20231102,Follow,1
1021,1175,20230320,Follow,1
1721,1886,20230621,Unfollow,0
1189,1235,20230410,Follow,1
562,919,20230726,Follow,1
1051,717,20230806,Follow,1
1597,1568,20230222,Follow,1
227,1299,20230907,Follow,1
1898,1983,20230123,Follow,1
1989,1120,20230719,Unfollow,0
323,1186,20231011,Follow,1
96,1030,20230710,Follow,1
389,1122,20230323,Follow,1
1437,1457,20230407,Follow,1
638,99,20230627,Follow,1
927,998,20230113,Follow,1
940,995,20231019,Follow,1
1524,1985,20230604,Follow,1
878,167,20230302,Follow,1
1130,1027,20231228,Follow,1
1506,1653,20230807,Follow,1
1802,919,20230311,Follow,1
1073,274,20230421,Follow,1
248,1477,20231204,Unfollow,0
161,749,20231006,Follow,1
880,531,20230203,Follow,1
549,154,20230527,Follow,1
18,506,20230426,Follow,1
1234,147,20230313,Follow,1
46,841,20230227,Follow,1
751,449,20231106,Follow,1
45,1307,20230103,Follow,1
1221,868,20230530,Follow,1
682,122,20231003,Follow,1
603,1830,20230423,Follow,1
1220,1203,20231225,Unfollow,0
612,1601,20230815,Unfollow,0
1810,506,20230318,Follow,1
406,1513,20230919,Follow,1
935,1236,20230930,Follow,1
286,729,20230128,Follow,1
1680,1375,20230712,Follow,1
295,1150,20230121,Follow,1
632,992,20231104,Follow,1
1257,1594,20230630,Follow,1
691,1826,20230703,Unfollow,0
924,1015,20230120,Follow,1
468,728,20230718,Follow,1
1623,1614,20230104,Follow,1
713,121,20230311,Follow,1
1727,1957,20231206,Follow,1
1214,1563,20231211,Follow,1
1147,951,20230520,Follow,1
502,30,20231028,Follow,1
1215,61,20230528,Follow,1
293,748,20231212,Follow,1
1911,1687,20230602,Follow,1
1499,1320,20230218,Follow,1
889,554,20230925,Follow,1
51,1425,20230417,Follow,1
1894,1692,20230425,Unfollow,0
259,45,20231227,Follow,1
1122,1758,20230115,Follow,1
1847,1185,20231010,Unfollow,0
1583,1829,20230724,Follow,1
1579,636,20230905,Unfollow,0
1805,1355,20230813,Follow,1
617,1794,20230802,Follow,1
1817,1758,20230808,Follow,1
1291,1754,20230802,Follow,1
828,1450,20230221,Follow,1
663,1808,20230505,Follow,1
1956,591,20231016,Follow,1
145,1293,20230513,Follow,1
1558,777,20230721,Unfollow,0
1771,928,20230408,Follow,1
194,18,20231209,Follow,1
525,561,20230929,Follow,1
1355,1140,20231006,Unfollow,0
1385,1635,20230615,Follow,1
733,544,20230912,Follow,1
1683,670,20230510,Follow,1
96,1955,20230423,Follow,1
1702,1181,20231222,Unfollow,0
24,11,20231017,Follow,1
1400,1336,20231108,Follow,1
671,1366,20230702,Follow,1
1856,1834,20230404,Unfollow,0
1200,778,20231022,Follow,1
775,933,20230114,Follow,1
408,312,20231031,Unfollow,0
1124,1989,20230707,Follow,1
1266,349,20230212,Follow,1
1500,1466,20230516,Follow,1
1886,679,20231012,Unfollow,0
1392,1627,20230627,Unfollow,0
772,1044,20230618,Follow,1
294,829,20230604,Unfollow,0
1603,290,20230120,Follow,1
1979,1363,20231217,Follow,1
1057,4,20230108,Follow,1
827,1039,20230222,Follow,1
1343,1246,20231212,Follow,1
1701,921,20230216,Follow,1
1237,87,20230401,Follow,1
1965,1138,20230307,Follow,1
945,681,20230710,Follow,1
1269,1046,20230125,Follow,1
662,1565,20230503,Unfollow,0
1976,433,20230505,Follow,1
767,1417,20230628,Follow,1
479,1172,20230330,Unfollow,0
60,372,20230721,Unfollow,0
1435,1240,20230930,Follow,1
761,1088,20230128,Follow,1
54,1856,20230305,Unfollow,0
922,1687,20230609,Follow,1
681,1780,20230511,Follow,1
917,179,20230930,Follow,1
1281,1707,20230912,Follow,1
712,727,20230121,Follow,1
27,1616,20230521,Unfollow,0
1589,611,20230511,Unfollow,0
738,364,20231017,Follow,1
391,1741,20230729,Follow,1
526,1083,20230826,Follow,1
776,1537,20230831,Unfollow,0
1777,882,20230211,Follow,1
1584,996,20230202,Follow,1
1718,84,20230724,Follow,1
1918,1853,20230113,Follow,1
1728,407,20231002,Follow,1
1580,1811,20231231,Unfollow,0
1387,907,20231109,Follow,1
836,479,20230625,Follow,1
599,1678,20231113,Follow,1
1690,1762,20230826,Follow,1
501,201,20230526,Follow,1
1208,1693,20230305,Follow,1
7,795,20230204,Follow,1
888,1480,20231022,Unfollow,0
338,1818,20230621,Follow,1
123,356,20231203,Unfollow,0
276,1088,20230203,Follow,1
623,546,20230423,Follow,1
467,506,20230906,Follow,1
11,1628,20230805,Follow,1
917,617,20230926,Follow,1
1053,1353,20230520,Unfollow,0
1490,497,20230520,Follow,1
1059,707,20230321,Follow,1
1428,339,20230510,Follow,1
1972,1,20230620,Follow,1
1835,1819,20231121,Follow,1
112,67,20230927,Unfollow,0
1955,1119,20231209,Follow,1
1798,1246,20230406,Follow,1
1388,87,20230714,Follow,1
471,456,20231201,Follow,1
1828,574,20230407,Unfollow,0
1417,1648,20230426,Follow,1
1460,1576,20230621,Follow,1
1331,1059,20230628,Follow,1
1235,1467,20230828,Follow,1
1356,479,20230911,Follow,1
1211,10,20230426,Follow,1
1052,629,20231120,Follow,1
221,486,20231108,Follow,1
1162,964,20230325,Follow,1
326,1128,20230706,Follow,1
67,1477,20230428,Follow,1
1622,101,20230812,Follow,1
1447,694,20231122,Unfollow,0
1765,1810,20231216,Unfollow,0
711,350,20230729,Unfollow,0
1217,1936,20230627,Follow,1
1293,352,20230128,Follow,1
1604,632,20230724,Follow,1
1885,1168,20230420,Follow,1
1104,1106,20230615,Follow,1
1651,538,20230124,Unfollow,0
557,1050,20230205,Follow,1
3,83,20230524,Follow,1
1374,856,20230317,Follow,1
1940,1605,20231214,Follow,1
101,1186,20231122,Follow,1
1559,1764,20231212,Follow,1
1183,1506,20230323,Follow,1
597,621,20230524,Follow,1
780,171,20231201,Follow,1
1429,669,20230907,Follow,1
6,487,20230222,Follow,1
1381,728,20231126,Follow,1
544,1827,20230116,Unfollow,0
487,1011,20231031,Follow,1
1872,1398,20230425,Follow,1
793,692,20230618,Follow,1
1300,118,20231208,Follow,1
1243,132,20230108,Follow,1
260,1294,20230127,Follow,1
1458,27,20230328,Follow,1
1018,1715,20231015,Follow,1
1753,1965,20231202,Follow,1
1885,764,20230329,Follow,1
697,29,20230703,Follow,1
1905,1089,20231115,Follow,1
801,1052,20231120,Follow,1
1628,52,20230803,Follow,1
754,214,20230126,Follow,1
1643,1760,20231220,Follow,1
1291,324,20230117,Follow,1
921,1588,20231231,Follow,1
377,144,20230119,Follow,1
881,109,20230609,Follow,1
898,1205,20231028,Follow,1
696,179,20231208,Follow,1
136,36,20230803,Follow,1
472,289,20231204,Follow,1
1016,77,20231022,Follow,1
1589,1538,20230327,Follow,1
1120,184,20231021,Follow,1
1445,1993,20230515,Follow,1
1727,1620,20230225,Follow,1
651,1108,20230816,Unfollow,0
1232,225,20230528,Follow,1
1232,764,20231004,Follow,1
538,491,20230908,Follow,1
1663,1225,20230520,Follow,1
1253,1378,20231027,Follow,1
1232,481,20230326,Follow,1
1918,184,20230429,Unfollow,0
933,1034,20230206,Follow,1
1129,374,20230707,Follow,1
1334,1243,20231027,Unfollow,0
336,1575,20231009,Follow,1
485,509,20230529,Follow,1
1351,552,20230118,Follow,1
1227,1903,20230711,Follow,1
1373,893,20230913,Follow,1
1136,220,20230908,Follow,1
1793,1425,20230705,Follow,1
1636,1021,20231123,Follow,1
322,502,20230819,Follow,1
918,174,20231018,Unfollow,0
1364,1292,20231230,Follow,1
1256,1032,20230822,Follow,1
1481,1479,20230415,Follow,1
105,632,20230924,Follow,1
43,868,20230123,Follow,1
646,1926,20230411,Unfollow,0
252,1059,20230323,Follow,1
1415,1002,20230223,Follow,1
1023,1167,20230101,Follow,1
657,95,20231218,Follow,1
386,32,20231210,Follow,1
943,293,20230310,Follow,1
1109,1819,20230106,Follow,1
1243,1060,20230726,Follow,1
926,1532,20230212,Follow,1
150,367,20230626,Follow,1
1766,410,20231024,Follow,1
1307,1274,20230219,Follow,1
81,688,20230808,Follow,1
1868,1488,20230226,Unfollow,0
968,569,20230726,Unfollow,0
1541,1317,20230615,Follow,1
203,354,20231230,Follow,1
1850,41,20231129,Follow,1
496,1227,20231106,Follow,1
823,864,20230916,Follow,1
696,1487,20230112,Follow,1
623,330,20231214,Follow,1
819,172,20230222,Follow,1
316,1440,20231118,Follow,1
87,1279,20230627,Follow,1
934,1870,20230414,Follow,1
1865,811,20231229,Unfollow,0
1920,983,20230517,Follow,1
113,1955,20230304,Follow,1
755,67,20230321,Follow,1
1362,1906,20230128,Follow,1
1299,487,20230123,Unfollow,0
385,494,20230208,Follow,1
339,1508,20230926,Unfollow,0
1064,1130,20230520,Follow,1
1410,1775,20230607,Follow,1
1429,392,20230314,Unfollow,0
370,1283,20230528,Follow,1
1425,1919,20230406,Follow,1
1669,1292,20231227,Follow,1
1290,1752,20231018,Follow,1
446,623,20230619,Follow,1
628,1437,20230830,Follow,1
947,1700,20230211,Follow,1
560,1556,20230709,Follow,1
1565,815,20230418,Follow,1
1554,331,20230221,Follow,1
1130,1746,20230704,Follow,1
1562,1281,20230514,Unfollow,0
1788,446,20230218,Follow,1
979,625,20230402,Follow,1
418,1984,20230324,Unfollow,0
456,134,20230313,Follow,1
1910,1236,20230109,Follow,1
857,69,20230814,Follow,1
401,900,20230413,Follow,1
1624,1056,20231129,Unfollow,0
13,810,20230811,Follow,1
1233,370,20230623,Unfollow,0
1006,1121,20230428,Follow,1
1696,1314,20230326,Follow,1
1444,1210,20230403,Follow,1
1821,1299,20230409,Follow,1
336,1109,20230211,Follow,1
564,627,20230511,Follow,1
1877,1090,20230131,Follow,1
950,1324,20230304,Follow,1
621,868,20231105,Follow,1
1237,1291,20230905,Follow,1
1286,1444,20230215,Follow,1
1635,1374,20230210,Follow,1
1203,1900,20231019,Follow,1
23,1580,20231119,Follow,1
1199,1720,20230109,Follow,1
513,666,20230110,Follow,1
1425,702,20230518,Follow,1
1113,687,20230918,Follow,1
281,937,20230608,Unfollow,0
531,1655,20230711,Follow,1
475,743,20231126,Follow,1
1691,1223,20230509,Follow,1
558,744,20230903,Follow,1
1522,637,20230307,Unfollow,0
1869,1436,20231231,Unfollow,0
123,156,20230209,Follow,1
972,1161,20230719,Follow,1
1471,1361,20231015,Follow,1
854,648,20230212,Follow,1
1695,1288,20231012,Unfollow,0
172,118,20231114,Follow,1
1565,1502,20230617,Follow,1
1379,396,20230102,Follow,1
1525,237,20231217,Follow,1
367,1180,20230713,Unfollow,0
1422,932,20230111,Unfollow,0
1181,1776,20230318,Follow,1
1246,369,20231027,Follow,1
1820,576,20230813,Follow,1
1086,731,20230412,Follow,1
1588,411,20230626,Follow,1
61,1085,20231225,Follow,1
341,1883,20230308,Follow,1
1111,736,20230405,Unfollow,0
1744,178,20230726,Follow,1
1348,1806,20230818,Follow,1
1555,938,20230311,Follow,1
1973,1807,20230411,Follow,1
1749,24,20230524,Follow,1
1903,238,20231029,Unfollow,0
887,770,20231019,Follow,1
879,1389,20230626,Follow,1
51,1032,20231031,Unfollow,0
533,1879,20230226,Follow,1
178,107,20230525,Follow,1
1382,514,20230907,Follow,1
1429,1624,20230704,Follow,1
916,102,20230314,Follow,1
1038,92,20230513,Follow,1
606,398,20230507,Follow,1
277,1438,20230131,Follow,1
765,990,20230130,Follow,1
1648,1086,20231227,Follow,1
1511,1766,20230827,Follow,1
665,510,20230406,Follow,1
576,339,20231027,Follow,1
881,1443,20231006,Follow,1
861,1652,20230325,Follow,1
1020,1706,20230224,Unfollow,0
1512,266,20231122,Follow,1
1457,617,20230522,Follow,1
439,124,20230507,Follow,1
1868,1288,20230402,Follow,1
1316,625,20231001,Follow,1
939,1890,20230110,Follow,1
1976,1391,20231004,Follow,1
752,505,20231202,Follow,1
514,960,20230724,Follow,1
1648,651,20230425,Follow,1
446,1241,20230826,Unfollow,0
1505,1669,20230520,Unfollow,0
756,1684,20230221,Unfollow,0
1542,1586,20230914,Unfollow,0
689,1286,20230306,Follow,1
794,1913,20231001,Follow,1
251,198,20230217,Follow,1
693,482,20230822,Follow,1
1047,1111,20231230,Follow,1
672,1858,20230728,Follow,1
972,1360,20231012,Follow,1
1488,1507,20230301,Follow,1
760,1479,20230210,Unfollow,0
83,1732,20231129,Follow,1
710,1273,20230323,Unfollow,0
1503,941,20230818,Follow,1
441,1930,20231123,Follow,1
977,1659,20231227,Unfollow,0
1313,1998,20231213,Follow,1
1862,1636,20230203,Follow,1
836,496,20231008,Follow,1
1357,863,20230328,Unfollow,0
921,551,20230404,Follow,1
431,1059,20231024,Follow,1
230,1333,20230911,Unfollow,0
587,506,20230826,Follow,1
1877,1220,20230930,Follow,1
1760,961,20230916,Follow,1
598,1685,20231230,Follow,1
180,1819,20230219,Follow,1
1696,1510,20230413,Follow,1
474,951,20230213,Follow,1
7,1256,20230928,Follow,1
1963,303,20230830,Follow,1
923,1929,20231227,Follow,1
896,512,20230509,Follow,1
1366,1888,20230311,Follow,1
179,944,20231222,Unfollow,0
651,215,20230424,Follow,1
1355,855,20230318,Follow,1
1893,1485,20230131,Follow,1
1724,1060,20230412,Follow,1
386,418,20230116,Follow,1
1345,251,20230118,Follow,1
1600,76,20230110,Follow,1
338,982,20230216,Unfollow,0
1671,1557,20231213,Follow,1
341,1783,20230823,Follow,1
1337,1045,20230517,Follow,1
177,758,20230215,Follow,1
328,1717,20230821,Follow,1
1492,1288,20230805,Follow,1
321,1711,20231213,Unfollow,0
1735,643,20230316,Unfollow,0
858,145,20230509,Unfollow,0
1134,1654,20231202,Follow,1
1455,1662,20230328,Unfollow,0
608,1969,20230402,Follow,1
1683,1814,20230121,Follow,1
1823,748,20230708,Follow,1
1371,201,20230722,Follow,1
524,1901,20230916,Follow,1
15,1359,20230325,Follow,1
160,229,20230626,Follow,1
1947,1959,20231223,Unfollow,0
649,655,20230725,Follow,1
1959,384,20230820,Follow,1
1374,992,20231101,Follow,1
6,937,20231027,Follow,1
148,523,20230717,Unfollow,0
224,315,20230507,Follow,1
1815,598,20230426,Follow,1
193,797,20230920,Follow,1
1211,1147,20231105,Follow,1
1728,229,20230617,Follow,1
1254,1189,20230330,Follow,1
237,1593,20230727,Follow,1
705,260,20230501,Follow,1
390,731,20230107,Unfollow,0
1516,705,20230707,Follow,1
1607,831,20230529,Follow,1
1376,1541,20230703,Follow,1
1974,1249,20231119,Unfollow,0
672,1448,20231030,Follow,1
1782,1367,20230830,Follow,1
503,1900,20230807,Follow,1
1927,596,20230528,Follow,1
1361,786,20230708,Follow,1
1971,1247,20230819,Follow,1
945,1462,20231202,Unfollow,0
1326,333,20231103,Follow,1
1360,1324,20231211,Follow,1
1893,438,20230424,Follow,1
1888,91,20231123,Follow,1
1844,639,20230415,Follow,1
1704,975,20230614,Follow,1
780,1155,20231115,Follow,1
1404,34,20230822,Follow,1
72,1893,20231212,Follow,1
46,1201,20230316,Follow,1
1269,1465,20230624,Follow,1
35,9,20230319,Follow,1
832,1038,20230116,Follow,1
387,1281,20230301,Follow,1
1927,1141,20230108,Unfollow,0
1528,1899,20230731,Follow,1
1688,408,20230612,Follow,1
1604,1113,20230829,Unfollow,0
963,296,20230825,Unfollow,0
849,1737,20230223,Follow,1
783,184,20231214,Follow,1
1582,268,20230819,Unfollow,0
305,1949,20230305,Unfollow,0
1012,920,20230622,Follow,1
1369,986,20230225,Follow,1
162,307,20230508,Follow,1
1113,1925,20230917,Follow,1
1592,1291,20230327,Follow,1
1713,904,20230611,Unfollow,0
1316,1650,20231210,Follow,1
1590,1714,20230316,Follow,1
811,13,20231102,Follow,1
113,1594,20230715,Follow,1
1489,1978,20230509,Follow,1
1542,1025,20231227,Follow,1
853,82,20230913,Follow,1
358,1573,20230112,Follow,1
294,1874,20230521,Follow,1
220,8,20230909,Follow,1
1927,256,20230408,Follow,1
284,1794,20230114,Follow,1
1440,700,20230127,Follow,1
1102,1838,20230826,Follow,1
1780,531,20231229,Follow,1
673,356,20230304,Follow,1
1511,246,20230405,Follow,1
710,999,20231217,Follow,1
402,1469,20231026,Follow,1
1345,224,20230207,Follow,1
75,376,20230301,Follow,1
1471,1514,20231028,Follow,1
1313,49,20230206,Follow,1
1352,154,20230302,Follow,1
1963,688,20230411,Follow,1
1374,1539,20230502,Follow,1
1206,1000,20230129,Follow,1
1553,889,20230212,Follow,1
1568,543,20231010,Follow,1
160,376,20230516,Follow,1
1966,1150,20230116,Follow,1
1666,1247,20230226,Follow,1
1777,1694,20230101,Unfollow,0
1461,1288,20230130,Follow,1
1017,1394,20230313,Follow,1
467,1196,20230713,Follow,1
1449,264,20230812,Follow,1
1505,1979,20230720,Follow,1
1305,914,20230717,Follow,1
1728,1871,20230409,Follow,1
1783,815,20230816,Unfollow,0
1302,1908,20230825,Follow,1
1133,65,20230413,Follow,1
210,1815,20230731,Follow,1
1019,1492,20230417,Unfollow,0
198,1060,20230612,Unfollow,0
992,1926,20230327,Unfollow,0
986,1864,20230131,Unfollow,0
483,270,20230411,Follow,1
1869,1177,20230214,Follow,1
1524,1154,20230628,Unfollow,0
1120,1177,20230418,Follow,1
549,301,20231102,Follow,1
458,1110,20230712,Follow,1
1064,94,20230827,Follow,1
1693,1825,20230213,Follow,1
1508,724,20231011,Follow,1
151,428,20230202,Unfollow,0
1842,1385,20230402,Follow,1
1770,237,20231107,Follow,1
575,746,20230130,Unfollow,0
785,472,20230312,Follow,1
1565,918,20230925,Follow,1
1651,804,20231113,Follow,1
469,1381,20231213,Follow,1
1330,1829,20230829,Follow,1
1370,1294,20230926,Follow,1
255,1013,20231015,Follow,1
1287,541,20231208,Follow,1
1318,1858,20230301,Follow,1
41,1219,20230307,Follow,1
353,1487,20230526,Follow,1
1265,1268,20230813,Follow,1
1577,745,20230725,Follow,1
124,1076,20230317,Follow,1
175,1977,20230925,Unfollow,0
1409,546,20230618,Follow,1
1071,1176,20231023,Follow,1
442,1351,20231027,Follow,1
991,1138,20230331,Follow,1
813,1964,20230910,Unfollow,0
639,1921,20230421,Follow,1
879,217,20230710,Follow,1
1045,1472,20231129,Follow,1
1044,1910,20230602,Follow,1
1390,1721,20231114,Follow,1
1865,590,20230226,Follow,1
555,1408,20230613,Follow,1
1145,597,20231115,Follow,1
1268,1926,20230802,Follow,1
1786,1925,20230302,Follow,1
1158,1270,20230429,Follow,1
187,1868,20230704,Unfollow,0
79,450,20230326,Follow,1
1681,176,20230911,Follow,1
430,1203,20230526,Unfollow,0
584,1089,20230329,Unfollow,0
1784,251,20231216,Follow,1
341,1067,20230524,Unfollow,0
921,1352,20230520,Follow,1
1421,1137,20230120,Follow,1
1514,1180,20230204,Follow,1
39,1971,20230303,Follow,1
206,1032,20230319,Follow,1
1960,194,20230404,Unfollow,0
1169,482,20230109,Follow,1
659,433,20231112,Follow,1
303,1439,20231127,Unfollow,0
1307,1854,20230206,Follow,1
604,1128,20231014,Follow,1
1284,1495,20230326,Unfollow,0
1862,810,20230903,Follow,1
1918,1324,20230403,Follow,1
777,1530,20230428,Follow,1
1754,122,20230101,Unfollow,0
1724,779,20230210,Follow,1
568,47,20230803,Follow,1
987,1108,20230702,Follow,1
1170,870,20231018,Follow,1
101,455,20231225,Follow,1
1534,1713,20230402,Follow,1
107,279,20231010,Follow,1
979,1713,20230123,Unfollow,0
361,836,20230209,Follow,1
1980,1599,20231027,Follow,1
1047,186,20230927,Follow,1
1841,269,20231116,Follow,1
918,1191,20230520,Follow,1
1419,1165,20231101,Follow,1
1876,1914,20230130,Follow,1
864,298,20230318,Unfollow,0
690,757,20230602,Follow,1
1765,113,20230705,Follow,1
1941,1356,20230812,Follow,1
685,1293,20230703,Follow,1
660,535,20230829,Unfollow,0
1468,410,20231214,Follow,1
455,139,20230321,Follow,1
59,1962,20230516,Follow,1
746,303,20230529,Unfollow,0
1524,1140,20230727,Follow,1
1763,1986,20230207,Follow,1
183,1047,20230222,Follow,1
1489,1675,20231017,Follow,1
1168,1268,20230806,Follow,1
1873,1368,20230508,Follow,1
1917,140,20231101,Follow,1
813,903,20231025,Follow,1
1108,1041,20230522,Follow,1
1669,713,20230609,Follow,1
1433,1438,20230626,Unfollow,0
291,1540,20230706,Follow,1
580,944,20230423,Unfollow,0
1308,677,20231220,Follow,1
73,504,20230522,Follow,1
483,300,20230922,Unfollow,0
1501,1813,20231214,Follow,1
1482,945,20231011,Follow,1
745,541,20230711,Unfollow,0
1408,298,20231108,Follow,1
878,321,20230409,Follow,1
1632,614,20230215,Unfollow,0
916,1635,20231230,Unfollow,0
1983,1562,20231213,Follow,1
436,163,20230316,Follow,1
1335,1907,20230703,Follow,1
1979,809,20231104,Follow,1
312,475,20230506,Follow,1
1661,1294,20230619,Follow,1
959,385,20230802,Unfollow,0
1309,1559,20230818,Follow,1
413,1209,20230508,Unfollow,0
226,16,20230426,Unfollow,0
778,772,20230410,Follow,1
1085,417,20230429,Follow,1
957,1815,20230515,Follow,1
1616,714,20230602,Follow,1
205,1924,20230122,Follow,1
1361,1457,20231217,Follow,1
435,1327,20230824,Follow,1
1941,1449,20231124,Follow,1
1645,867,20230130,Follow,1
841,791,20230211,Unfollow,0
349,1500,20230925,Unfollow,0
1000,165,20231007,Follow,1
1305,900,20230810,Unfollow,0
1834,853,20230829,Follow,1
1887,1557,20230303,Follow,1
1227,1966,20230412,Follow,1
444,1845,20230518,Follow,1
209,204,20230201,Follow,1
199,1155,20230803,Unfollow,0
1143,435,20230226,Follow,1
366,1066,20231206,Follow,1
930,112,20230222,Unfollow,0
1697,1898,20230302,Follow,1
132,1194,20230715,Unfollow,0
950,525,20230411,Follow,1
1295,1910,20230721,Follow,1
1406,1809,20230225,Unfollow,0
265,1956,20231229,Follow,1
914,1096,20230314,Unfollow,0
1554,1760,20231201,Follow,1
1617,1550,20230824,Follow,1
1306,261,20231115,Follow,1
443,700,20230316,Follow,1
1565,1619,20230106,Follow,1
1782,1019,20230212,Unfollow,0
1955,1815,20230815,Follow,1
1747,1909,20231106,Follow,1
35,1799,20230527,Follow,1
1577,1757,20230518,Follow,1
392,573,20230802,Follow,1
605,1011,20231218,Follow,1
833,1243,20230524,Follow,1
1605,589,20230112,Unfollow,0
735,595,20230519,Follow,1
384,350,20230804,Unfollow,0
1298,702,20230910,Follow,1
429,1306,20230304,Follow,1
1565,1888,20230411,Unfollow,0
359,640,20230902,Unfollow,0
653,853,20230616,Follow,1
166,1828,20230827,Follow,1
24,876,20230803,Follow,1
499,1011,20230721,Follow,1
772,1584,20230830,Follow,1
66,5,20230514,Unfollow,0
404,252,20231017,Follow,1
664,1774,20230421,Follow,1
1151,1561,20230328,Follow,1
512,1516,20231109,Follow,1
1949,1353,20230905,Follow,1
412,1228,20230721,Follow,1
263,538,20230223,Follow,1
1019,343,20231019,Follow,1
692,742,20230106,Follow,1
1543,1465,20230214,Follow,1
1835,475,20230521,Unfollow,0
1378,215,20230802,Follow,1
527,1231,20230129,Follow,1
1294,54,20230316,Follow,1
1026,1105,20230107,Unfollow,0
1670,33,20231114,Unfollow,0
1100,552,20230831,Unfollow,0
1315,935,20230219,Unfollow,0
832,389,20230211,Follow,1
618,462,20230816,Follow,1
1748,656,20230407,Follow,1
1175,761,20230404,Follow,1
1781,1519,20231028,Follow,1
1167,1217,20230220,Follow,1
284,1707,20231105,Follow,1
1034,1338,20231125,Follow,1
503,1745,20230423,Follow,1
1762,1045,20230603,Follow,1
1352,1708,20230830,Follow,1
137,169,20230113,Follow,1
786,1996,20230215,Follow,1
1579,187,20230504,Follow,1
715,1215,20230220,Follow,1
1656,133,20231230,Follow,1
1717,1143,20230103,Unfollow,0
1238,1687,20231115,Follow,1
1434,1908,20230605,Follow,1
1969,245,20230124,Follow,1
1658,839,20231102,Follow,1
1359,560,20231227,Follow,1
1730,1898,20231209,Unfollow,0
1787,438,20230509,Follow,1
1653,82,20230212,Unfollow,0
1576,1113,20230603,Follow,1
1861,1732,20230731,Follow,1
1384,129,20231018,Follow,1
196,1728,20230719,Unfollow,0
1390,717,20230829,Follow,1
462,353,20230723,Follow,1
575,1680,20230511,Follow,1
1893,11,20231115,Unfollow,0
1975,213,20230105,Follow,1
665,1946,20230907,Follow,1
1767,418,20230502,Follow,1
155,783,20230909,Follow,1
945,1259,20231212,Follow,1
1986,1612,20230507,Follow,1
1187,1690,20230825,Follow,1
1494,1992,20231020,Follow,1
452,1751,20230217,Unfollow,0
1261,340,20230922,Unfollow,0
1910,857,20230201,Follow,1
282,938,20230125,Follow,1
257,160,20231025,Unfollow,0
1028,1687,20231221,Follow,1
1688,1477,20231207,Follow,1
1622,1648,20230428,Follow,1
1999,559,20230418,Unfollow,0
1062,190,20231216,Follow,1
420,1045,20230526,Follow,1
1528,231,20230219,Unfollow,0
1547,1255,20230507,Unfollow,0
185,1056,20231026,Unfollow,0
199,499,20231122,Follow,1
441,1953,20230827,Follow,1
128,1739,20230619,Unfollow,0
1555,1663,20230902,Follow,1
57,364,20230307,Follow,1
1069,929,20231021,Follow,1
1448,690,20230122,Follow,1
1083,256,20230406,Follow,1
241,645,20231226,Follow,1
1130,377,20231218,Follow,1
454,474,20230814,Unfollow,0
101,1605,20230520,Unfollow,0
1094,191,20231028,Follow,1
788,1139,20230713,Follow,1
986,1425,20230124,Unfollow,0
194,945,20230102,Follow,1
1383,293,20230810,Follow,1
416,1909,20230521,Follow,1
37,468,20231120,Follow,1
1204,1486,20230613,Follow,1
148,888,20230610,Unfollow,0
1570,344,20230621,Unfollow,0
1372,587,20230601,Follow,1
1052,892,20231206,Follow,1
1869,1412,20230628,Unfollow,0
1467,123,20230222,Follow,1
1701,181,20230928,Follow,1
384,321,20230209,Follow,1
853,1972,20230714,Unfollow,0
86,727,20230806,Follow,1
812,1850,20230312,Unfollow,0
1034,1463,20231001,Follow,1
758,1657,20231208,Follow,1
317,1011,20230911,Unfollow,0
1387,1440,20230205,Unfollow,0
565,1091,20230210,Unfollow,0
1794,282,20230308,Follow,1
1470,1056,20230313,Follow,1
1647,1056,20230327,Follow,1
775,396,20231107,Unfollow,0
1966,32,20230105,Follow,1
411,1859,20230429,Follow,1
111,805,20230907,Follow,1
1372,650,20230911,Follow,1
1829,934,20231117,Follow,1
